cellule ;charge_CCE;charge_PRB;CQI;débit;NBR_UE;Trafic ;congested ;rsrp;sinr;bler_dl;ho_success_rate;ue_speed;call_drop_rate_pct;status
197;51,82539774;95;9,999957631;1,021321177;26,03887742;11,4074086;1;-91,99;3,92;9,56;75,8;88,4;3,63;CONGESTED
198;60,63860233;86,66666667;9,056574292;1,022775888;12,32706803;5,394673824;1;-92,9;0,03;14,55;70;18,8;3,84;CONGESTED
199;56,38784705;87,66666667;8,965467427;1,023941278;9,095593609;3,930262327;0;-90,95;2,05;11,48;73,57;72,4;3,45;CONGESTED
200;49,53269742;93,5;8,445143539;1,02649188;14,19618046;6,165262222;0;-89,78;3,12;12;72,23;113,4;3,79;BAD_HANDOVER
201;51,67873937;94,83333333;9,169681575;1,031723499;19,15653524;8,48140049;1;-97;2,34;13,72;70;16,6;4,07;CONGESTED
202;56,99928998;77,83333333;8,853425497;1,031908274;7,95596118;3,218931198;0;-90,88;1,2;11,22;70,88;17,2;3,28;CONGESTED
203;52,18786825;86;10,27514673;1,032019615;20,84361059;8,926298499;1;-97,81;0,85;13,06;70;36,9;3,8;CONGESTED
204;49,49348042;91,16666667;8,624051994;1,033804417;14,31303708;6,107091784;0;-85,23;6,16;8,38;76,45;85,4;3,4;BAD_HANDOVER
205;52,62470006;93,16666667;7,57416949;1,033970118;7,982234063;3,512654781;0;-101,66;-1,26;15;70;117,8;4,2;CONGESTED
206;48,37177147;91;8,174161268;1,034922719;13,50400804;5,842444181;0;-103,8;-0,8;14,06;70;28,9;4,4;BAD_HANDOVER
207;56,06568836;91,5;7,620481048;1,04010725;7,08606284;3,095838904;0;-103,25;-1,1;15;70;15,5;4,3;CONGESTED
208;45,71197463;93,16666667;10,12182075;1,041389704;23,93016152;10,59362602;0;-99,45;0,21;15;70;81,8;3,98;BAD_HANDOVER
209;46,14171724;95;7,034934348;1,043596268;8,072262354;3,595596194;0;-100,6;1,87;11,09;71,29;69;3,75;BAD_HANDOVER
210;35,27622758;56,5;12,96888748;1,046221852;2,106949092;0,553507924;0;-85,22;3,61;9,88;76,87;72,3;1,89;BAD_HANDOVER
211;48,37975826;95;8,628430331;1,046869993;10,26753579;4,611825943;0;-96,63;1,58;12,55;70;44,1;4;BAD_HANDOVER
212;48,60383439;95;8,319743115;1,054895401;11,3120861;5,105938792;0;-101,71;1,6;13,48;70;52,7;4,29;BAD_HANDOVER
213;71,98181674;71,66666667;6,92651175;1,055279493;4,942349075;2,071336627;0;-89,43;4,98;10,55;70;108;2,65;CONGESTED
214;35,14901525;30,16666667;7,99664298;1,055711389;7,312558526;1,485959053;0;-97,93;0,02;15;70;103,7;1,94;BAD_HANDOVER
215;25,28603636;85,16666667;9,976399087;1,058700323;1,378868042;0,550704002;0;-101,18;-0,02;13,49;70;115,3;3,87;BAD_HANDOVER
216;44,97507979;84,33333333;9,227103417;1,05876863;3,188500388;1,322899818;0;-90,62;1,41;12,5;70;40,1;3,53;BAD_HANDOVER
217;42,2612316;91,33333333;7,507800121;1,06081295;7,336029004;3,192645073;0;-91,88;2,93;10,71;73,12;46,9;3,72;BAD_HANDOVER
218;52,12784893;72,83333333;7,307911857;1,062666893;1,946291048;0,71517694;0;-97,17;2,12;13,11;70;93,4;3,09;CONGESTED
219;47,67525923;92,16666667;7,602082194;1,063505769;6,460652853;2,862783194;0;-87,96;3,73;11,41;74,65;80,1;3,67;BAD_HANDOVER
220;11,1730393;7,333333333;9,851780486;1,066864133;7,035925773;0,248579264;0;-94,35;1,73;13,26;70;111,9;1,65;BAD_HANDOVER
221;48,47999196;90,33333333;8,749024099;1,068615437;11,45552082;5,07636559;0;-86,92;4,45;8,26;78,83;34,7;3,48;BAD_HANDOVER
222;4,740372326;6;11,03583506;1,078073144;1;7,74E-05;0;-92,49;1,27;13,74;70;96,5;1,8;BAD_HANDOVER
223;59,24809027;84,83333333;8,599678341;1,078500628;9,053257106;4,116674185;1;-87,21;3,64;10,11;73,03;106;3,31;CONGESTED
224;44,84744866;93,5;10,00300637;1,080018878;24,38245099;11,16948509;0;-94,45;3,58;9,82;76,47;85,2;3,52;BAD_HANDOVER
225;25,99300468;51,66666667;10,0180287;1,080966592;2,083955201;0,533309698;0;-101,1;0,26;12,93;70;9,2;2,52;BAD_HANDOVER
226;63,10082536;85,16666667;6,844722169;1,081391573;5,27500869;2,310331583;0;-82,75;5,9;10,33;75,63;28;3,25;CONGESTED
227;44,49763354;74,16666667;7,228073863;1,081775546;6,461962032;2,574074745;0;-97,73;1,32;12,72;70;74,1;3,24;BAD_HANDOVER
228;58,41509643;84,5;8,404043537;1,083630562;10,14521504;4,494133234;1;-95,99;0,74;13,82;70;81,2;3,61;CONGESTED
229;37,38226338;56,66666667;7,765065507;1,084331751;2,807478917;0,753711939;0;-98,5;2,56;12,14;72,21;63,4;2,54;BAD_HANDOVER
230;53,08583193;94,66666667;6,64404758;1,087127328;11,90514497;5,547023177;1;-96,02;0,74;15;70;109,2;4,32;CONGESTED
231;26,82848757;93,83333333;7,472976339;1,088690162;8,214739009;3,774539351;0;-93,79;4,04;11,12;70;24,3;3,67;BAD_HANDOVER
232;52,283675;89,33333333;7,789254628;1,090529323;6,15625391;2,759110808;0;-93,99;1,82;12;73,51;66,9;3,7;CONGESTED
233;52,09633284;90,83333333;7,974954685;1,090752125;7,507135044;3,42692101;0;-91,69;4,22;8,48;77,17;2,1;3,31;CONGESTED
234;55,79298977;76,83333333;10,55032067;1,091935515;3,126146723;1,259444952;0;-86,04;1,58;11,84;70;99,1;3,39;CONGESTED
235;44,89599766;71,5;9,216483118;1,093179345;2,413106454;0,862353563;0;-95,6;0,11;15;70;86,1;3,3;BAD_HANDOVER
236;52,60623067;93;8,234142462;1,09670949;12,71857953;5,948341846;1;-101,17;0,01;13,2;70;35,7;3,98;CONGESTED
237;47,9359365;94,66666667;8,927498476;1,096932054;9,084199461;4,254760861;0;-100,91;-0,35;15;70;33;4,17;BAD_HANDOVER
238;47,11181517;72;8,355071309;1,097191334;2,539921076;0,929484725;0;-98,33;0,15;13,59;70;57,6;3,19;BAD_HANDOVER
239;51,51879916;63,83333333;9,701922705;1,099012613;2,030296797;0,72419548;0;-103,37;-0,96;13,34;70;56,1;3,06;CONGESTED
240;63,88785599;83,33333333;7,853077741;1,100173831;7,784667169;3,63287735;0;-90,87;3,09;12,01;74,08;100,6;3,38;CONGESTED
241;60,55410828;88,33333333;9,371893293;1,100751042;11,83450498;5,576711059;1;-97,49;1,66;9,98;78,1;100,6;3,29;CONGESTED
242;41,80070199;78,16666667;12,45917913;1,105551243;1,803887494;0,694691062;0;-96,55;1,88;11,58;73,66;93;3,11;BAD_HANDOVER
243;52,92365986;93;8,980958742;1,106478453;10,25651775;4,835071683;1;-95,01;1,71;12,17;70;74,1;4,05;CONGESTED
244;56,93689056;92,16666667;9,3768838;1,107546926;12,9599116;6,13240397;1;-101,98;-0,64;14,3;70;67,9;4,24;CONGESTED
245;49,47903755;84,33333333;7,47479795;1,109359145;4,659121346;2,02342236;0;-99,31;0,11;13,17;70;6,9;3,75;BAD_HANDOVER
246;12,63190988;6,666666667;9,202662939;1,111308217;3,264999141;0,151052117;0;-91,63;1,98;12,04;70;113,6;1,6;BAD_HANDOVER
247;38,79760232;90,33333333;6,655350369;1,111433268;5,402937883;2,399443388;0;-91,91;1,83;12,65;70;23,8;3,76;BAD_HANDOVER
248;51,34000447;90,16666667;8,209693858;1,112532139;8,618356217;3,99838078;0;-97,22;2,33;12,26;70;16,8;3,82;CONGESTED
249;45,22892771;68;6,8876287;1,113045096;1,838845327;0,587409854;0;-85,95;4,74;8,47;78,86;60,6;2,24;BAD_HANDOVER
250;58,8618314;81,66666667;8,090529425;1,115938306;6,991846002;3,186089754;0;-101,53;2,49;11,45;71,36;97,2;3,49;CONGESTED
251;53,98499478;81,83333333;7,555449245;1,118878245;2,439469509;1,046404958;0;-96,72;2,38;11,73;75,69;91,9;3,33;CONGESTED
252;40,25904034;79;9,488022492;1,122599483;3,101292594;1,266924381;0;-96,15;-0,39;15;70;90,9;3,6;BAD_HANDOVER
253;58,21084374;94,83333333;8,44539568;1,124631166;16,04659395;7,74350667;1;-108,97;-3,56;15;70;70,4;4,86;CONGESTED
254;3,551470868;5;5,966703881;1,125;1;1,07E-06;0;-85,31;2,82;12,17;70,3;16,7;1,69;BAD_HANDOVER
255;57,27336113;78,5;7,838191355;1,126520276;6,87406473;3,039281011;0;-93,17;1,74;11,72;70;105,2;3,2;CONGESTED
256;62,96248293;86,66666667;8,497217667;1,126755714;10,81566019;5,229173183;1;-100,22;-1,35;15;70;82,2;3,95;CONGESTED
257;51,12699715;95;9,025941391;1,127971768;16,26900647;7,87235868;1;-84,74;5,54;9,5;78,81;46,8;3,62;CONGESTED
258;63,89772087;77;7,106976339;1,128102064;5,064230734;2,180540442;0;-92,07;0,75;13,87;70;49,3;3,81;CONGESTED
259;50,42397571;94,33333333;7,807497428;1,128725767;12,21961771;5,893515825;1;-92,85;0,53;13,99;70;85;3,93;CONGESTED
260;60,54763107;83,33333333;8,305881801;1,129421949;11,76353946;5,663212657;1;-98,03;-1,87;15;70;117,7;3,93;CONGESTED
261;48,30275978;90;7,172953816;1,12975812;4,973580469;2,321527719;0;-94,47;0,74;12,76;70;77,9;3,94;BAD_HANDOVER
262;49,58601105;91,5;8,444719818;1,130955219;8,55628444;4,055428386;0;-102,63;-1,97;15;70;15;4,45;BAD_HANDOVER
263;52,91058611;70,16666667;9,361339061;1,131866217;2,277167737;0,864120364;0;-91,02;4,75;10,25;77,22;88,5;2,54;CONGESTED
264;48,10427345;93,83333333;8,184160704;1,134788871;9,419481412;4,538683176;0;-96,87;2,17;11,06;72,9;44,5;3,67;BAD_HANDOVER
265;55,16355936;92,66666667;8,984721157;1,135908604;14,34775276;6,977306962;1;-94,33;1,47;13,74;70;99,9;4,02;CONGESTED
266;4,860086111;5;8,179764804;1,136363626;0,733333333;2,98E-06;0;-88,99;4,63;10,88;76,59;49,7;1,53;BAD_HANDOVER
267;5,868002709;8;14,16282921;1,136835337;1,01345393;0,149891615;0;-93,58;2,17;11,18;75,79;68,6;1,58;BAD_HANDOVER
268;44,07806389;86;12,10374179;1,138476729;1,733969703;0,749361992;0;-93,69;4,84;9,37;75,68;7,5;3,14;BAD_HANDOVER
269;38,95893289;57,66666667;11,59924353;1,140382409;1,892917063;0,567499399;0;-93,62;2,19;11,4;72,07;60,6;2,39;BAD_HANDOVER
270;51,9912195;49,33333333;7,644907053;1,143252254;2,192792192;0,748506904;0;-98,67;2,22;13;70;12,5;2,36;BAD_HANDOVER
271;61,88671744;84,33333333;7,912046116;1,144789457;7,0271871;3,371309757;0;-90,82;2,55;11,36;70,39;53,1;3,5;CONGESTED
272;40,75058939;68,66666667;8,606596275;1,14503324;1,762406;0,621891856;0;-87,28;2,96;9,67;78,16;20,7;2,69;BAD_HANDOVER
273;55,241451;87;7,239729696;1,145762801;3,075108147;1,047652006;0;-91,21;1,6;12,36;70;115,9;3,75;CONGESTED
274;53,71923505;93,16666667;7,54262628;1,15387857;11,45075741;5,642361403;1;-90,58;1,8;12,38;70,48;116;3,96;CONGESTED
275;46,2661044;92,33333333;8,872018597;1,155305028;13,55980741;6,577604771;0;-99,39;0,9;12,47;71,42;62,2;3,94;BAD_HANDOVER
276;57,8050779;91,33333333;9,38345128;1,156686544;16,97682182;8,426877737;1;-99,34;0,64;12,96;70;82;4,04;CONGESTED
277;47,41566023;83,5;10,7863185;1,158633113;2,667919096;1,163354874;0;-102,2;-0,33;14,75;70;42,5;3,93;BAD_HANDOVER
278;3,888297123;5;13,61490348;1,164383531;1;1,01E-05;0;-88,84;4,2;9,94;79,44;81,1;1,55;BAD_HANDOVER
279;49,10138222;88;7,32424792;1,164659858;5,57720547;2,643631577;0;-96,27;-0,79;14,77;70;87;3,95;BAD_HANDOVER
280;47,13799608;57;7,540311531;1,169089198;5,917228093;1,990072966;0;-88;2,46;10,82;76,61;76,6;2,46;BAD_HANDOVER
281;26,28218501;76,5;9,120200408;1,175946116;1,721675751;0,716411471;0;-98,91;1,78;12,03;70;108,7;3,49;BAD_HANDOVER
282;15,99198633;13,83333333;10,15829591;1,178025126;1,063010604;0,166407585;0;-97,19;0,3;13;73,08;72,8;2;BAD_HANDOVER
283;23,98508123;41,16666667;11,47423991;1,179018736;1,383591145;0,293832541;0;-94,52;2,37;10,88;75,48;3,2;1,78;BAD_HANDOVER
284;51,31069288;79,83333333;7,603547013;1,179783821;5,489982837;2,496334672;0;-90,39;1,64;13,06;70;103,5;3,48;CONGESTED
285;58,23660162;94,33333333;8,479957618;1,180000663;12,75515642;6,453535318;1;-94,7;2,56;11,64;71,1;99,9;3,91;CONGESTED
286;54,47689419;93,16666667;9,235179468;1,180215597;15,63611184;7,915604472;1;-93,94;1,41;13,71;70;38,7;4,05;CONGESTED
287;4,551102026;5;6,970867683;1,181818128;1;4,65E-06;0;-94,92;2,06;11,31;71,4;106,4;1,75;BAD_HANDOVER
288;4,5267125;5;12,12851159;1,1875;1;1,13E-05;0;-94,11;0,19;15;70;95,9;1,85;BAD_HANDOVER
289;42,31740008;88,33333333;8,618279368;1,188203216;12,50271877;5,965641856;0;-100,58;-0,8;15;70;6,4;4,22;BAD_HANDOVER
290;39,33499343;71,66666667;8,962791469;1,188432336;2,269655169;0,861682892;0;-94,6;2,92;10,42;70,35;60,3;2,75;BAD_HANDOVER
291;67,8580797;68,33333333;7,267253058;1,189448714;6,431196668;3,127522469;0;-95,93;1,21;13,61;70;48,2;2,98;CONGESTED
292;46,17489072;90,33333333;7,966402212;1,191173434;7,072723075;3,445144296;0;-95,28;0,69;11,42;71,87;72,4;3,79;BAD_HANDOVER
293;60,95718313;84,66666667;9,990944345;1,19454205;17,43384144;8,872292638;1;-92,54;3,66;10,93;73,78;32,2;3,42;CONGESTED
294;41,00297954;68;10,44566735;1,19570446;2,15933404;0,793256879;0;-98,4;0,95;13,2;70;96,5;3,01;BAD_HANDOVER
295;59,73794431;80,83333333;9,546277474;1,19719553;11,38527953;5,762057543;1;-95,42;2,51;12,08;72,69;16,5;3,46;CONGESTED
296;37,9981519;80,5;8,393114371;1,205198407;3,37558828;1,411875129;0;-96,49;1,06;12,76;71,85;52,5;3,6;BAD_HANDOVER
297;46,36040725;87,83333333;7,398155035;1,206990838;5,044765679;2,439571857;0;-92,91;3,43;10,22;75,42;47,8;3,32;BAD_HANDOVER
298;52,22852909;85,33333333;8,687922907;1,210770011;7,281256862;3,594124794;0;-91,08;1,18;11,41;71,74;119,2;3,46;CONGESTED
299;61,16893257;67,22222222;12,46304494;1,216355205;8,688821825;4,202700377;0;-99,78;-1,61;14,13;70;34,2;3,2;CONGESTED
300;35,77248194;65;11,20175041;1,219704628;1,436568735;0,509175539;0;-92,07;3,28;10,53;72,2;1,5;2,59;BAD_HANDOVER
301;51,2036538;89,33333333;7,513152874;1,222421646;9,61662454;4,976048946;1;-84,67;5,67;9,6;71,37;25,1;3,23;CONGESTED
302;52,09915619;94,33333333;9,410331439;1,224225283;17,16339498;8,994150758;1;-102,36;-1,96;15;70;106,9;4,64;CONGESTED
303;58,78401166;84;8,057926737;1,228235602;5,989058466;2,992985249;0;-99,15;0,59;14,4;70;32;3,91;CONGESTED
304;39,07593786;80,5;6,989312407;1,229747534;3,501797244;1,500578761;0;-99,4;1,94;13,47;70;5,9;3,48;BAD_HANDOVER
305;45,58227639;67,66666667;9,054730784;1,231338501;1,908210858;0,732067347;0;-96,4;0,86;13,71;70;45,1;3,01;BAD_HANDOVER
306;60,5155387;76,33333333;6,993792469;1,232938766;4,316882892;2,012095213;0;-86,89;2,82;12,71;70;1,2;3,38;CONGESTED
307;54,02806456;93;8,738553732;1,235024333;13,04463798;6,876305223;1;-94,93;1,92;12,67;70;48,2;4,12;CONGESTED
308;40,13415556;82,66666667;7,311528489;1,235148191;4,340565744;1,972715378;0;-98,47;0,33;11,5;70,59;80,3;3,7;BAD_HANDOVER
309;48,43119254;94,66666667;9,080933322;1,235765696;16,59423506;8,775627971;0;-91,89;1,04;13,84;70;79;4,17;BAD_HANDOVER
310;45,88481591;91,33333333;7,059480412;1,236388326;6,909441849;3,566636205;0;-98;-0,01;15;70;38,7;4,18;BAD_HANDOVER
311;10,71526729;21,16666667;10,90390838;1,237003088;1;0,000482202;0;-89,38;2,2;13,39;70;19,7;1,74;BAD_HANDOVER
312;46,25018056;57,33333333;7,328020113;1,244787216;2,192857735;0,780736327;0;-93,47;1,15;13,39;70;67,7;2,61;BAD_HANDOVER
313;41,8311662;91,66666667;8,689398954;1,24588263;8,231716819;3,229959965;0;-88,06;3,23;10,16;75,5;78;3,73;BAD_HANDOVER
314;58,91944582;91,33333333;7,822996791;1,24813509;8,419052629;4,462580085;1;-98,31;-0,09;15;70;86,9;4,14;CONGESTED
315;23,0740938;18,83333333;11,18392056;1,249129057;1,08768568;0,248664975;0;-79,85;5,58;8,55;81,65;45,2;1,06;GOOD_CELL
316;55,8202365;81,83333333;8,098782228;1,249729872;6,432869487;3,202654839;0;-90,88;3,13;11,25;71,87;97,1;3,35;CONGESTED
317;9,851802427;7;6,794068328;1,257804036;0,998601442;0,019271135;0;-91,73;2,86;10,43;75,8;61,6;1,43;BAD_HANDOVER
318;3,905590171;5;12,71909481;1,259835482;0,998903509;6,21E-05;0;-95,26;0,39;14,62;70;95,4;2;BAD_HANDOVER
319;33,91228407;7,166666667;14,10003527;1,261852741;1,148279448;0,116936445;0;-98,63;1,05;12,35;70;93,8;1,75;BAD_HANDOVER
320;54,65140276;92,33333333;9,380473624;1,262115002;12,31491599;6,658986807;1;-99,34;0,99;13,1;70;50,2;3,93;CONGESTED
321;71,47212493;59,33333333;8,688240105;1,265446901;4,506542953;2,179083943;0;-95,68;0,65;13,4;70;82,8;2,83;BAD_HANDOVER
322;63,24964971;53,5;9,184192663;1,265613317;2,616329945;1,138015032;0;-98,99;0,2;12,41;70,96;61,4;2,46;BAD_HANDOVER
323;55,75970462;88,66666667;7,95926143;1,269361258;9,322158539;5,03016746;1;-93,59;0,05;13,42;70;35,8;3,83;CONGESTED
324;67,76558713;45,66666667;7,474569213;1,269946098;3,493315661;1,482669353;0;-99,13;-0,14;13,54;70;106,1;2,16;BAD_HANDOVER
325;52,54451402;83,66666667;8,539572003;1,271805763;7,922586298;4,025225282;1;-91,89;2,77;9,89;73,28;71,8;3,37;CONGESTED
326;38,29485049;85,5;9,242606432;1,272514462;3,970610185;1,963641405;0;-90,22;3,17;8,97;79,65;50;2,95;BAD_HANDOVER
327;35,06304127;75,83333333;6,402494995;1,274751782;4,251811861;1,841587067;0;-98,53;-1,1;13,45;70;107;3,46;BAD_HANDOVER
328;55,6216466;92,5;8,580512743;1,277164817;14,43079998;7,88877821;1;-89,04;2,94;10,81;70,27;73,9;3,92;CONGESTED
329;47,16182103;93,83333333;6,852408919;1,279572845;5,689837685;3,072113514;0;-96,19;2,86;12,33;70;114,5;3,8;BAD_HANDOVER
330;26,40608315;43,66666667;7,636741306;1,283915758;3,475923048;0,81961;0;-89,22;5,49;7,49;78,83;119;1,3;BAD_HANDOVER
331;46,45645021;89,5;11,07410988;1,284741044;6,972502461;3,671981215;0;-92,81;4,6;10,09;72,95;2,4;3,62;BAD_HANDOVER
332;6,542769775;6,833333333;7,913513271;1,28539288;1,805748122;0,028737664;0;-89,39;2,72;11,42;71,28;66,9;1,55;BAD_HANDOVER
333;59,97366952;87;9,879630892;1,286691904;13,60946279;7,509111285;1;-99,99;1,26;12,33;70;35,5;3,79;CONGESTED
334;15,31738071;13,5;6,899694547;1,288745642;1,027883038;0,168561339;0;-95,53;1,77;10,83;70,7;81,5;1,51;BAD_HANDOVER
335;50,38893275;94;9,735559717;1,289306641;11,86703426;6,522784114;1;-87,74;1,32;14,08;70;111,5;3,97;CONGESTED
336;65,40711832;69,66666667;9,369018969;1,291735888;10,38012606;5,70336163;0;-98,09;2,47;12,45;70;27;2,97;CONGESTED
337;44,1880808;94,83333333;13,10189643;1,291754842;1,417383776;0,774706125;0;-105,19;-1,89;15;70;99,3;4,55;BAD_HANDOVER
338;55,52782364;88,33333333;8,380084156;1,292685747;7,365494624;3,987352252;0;-104,71;-1,47;14,89;70;71,8;4,44;CONGESTED
339;51,31510009;71;9,245694343;1,292951822;2,422462904;1,081418276;0;-107,53;-3,97;15;70;94,3;3,84;CONGESTED
340;46,7439584;91,83333333;6,839194191;1,293488145;4,563446005;2,469739676;0;-105,57;-0,58;15;70;70,8;4,5;BAD_HANDOVER
341;53,44782494;94,5;8,481478977;1,296388745;8,767587296;4,867346287;1;-97,06;-0,17;14,36;70;48,9;4,23;CONGESTED
342;47,61461715;83,83333333;11,78455328;1,296449423;6,675893145;3,569157243;0;-88,61;3,1;9,69;76,28;47,1;3,24;BAD_HANDOVER
343;66,28608368;66,66666667;9,271764623;1,297101498;6,442578628;3,451307178;0;-97,21;-2,16;15;70;100;3,17;CONGESTED
344;41,64850613;94,83333333;7,076161573;1,298665524;5,033531943;2,794492841;0;-93,38;1,95;14,73;70;20,3;3,99;BAD_HANDOVER
345;47,32245097;93,83333333;9,01456717;1,29902792;12,69240733;6,992022872;0;-95,55;2,69;10,8;74,98;13,2;3,9;BAD_HANDOVER
346;60,26031443;83,16666667;9,309815486;1,300747633;12,26286574;6,807558417;1;-94,96;3,51;10,96;73,5;1,6;3,36;CONGESTED
347;58,9290647;53,83333333;7,917758833;1,3015517;2,498962829;1,018889546;0;-95,84;2,29;12,13;71,87;21,7;2,32;BAD_HANDOVER
348;54,23172778;91,33333333;7,562351737;1,301745057;6,940720323;3,865996718;0;-95,87;-0,59;15;70;59,5;4,17;CONGESTED
349;57,90575222;79,5;8,472624865;1,30230546;7,767274019;4,226614475;1;-92,69;1,77;10,61;76,73;67,4;3,3;CONGESTED
350;51,56858308;90,11111111;8,718161164;1,302570105;7,335052693;2,959048629;0;-100,88;-0,56;15;70;49;4,05;CONGESTED
351;43,71186923;89,5;7,151297781;1,307297587;5,275749426;2,780422807;0;-89,95;4,99;9,22;77,53;51,6;3,35;BAD_HANDOVER
352;33,81242327;53,33333333;7,613572787;1,310831428;1,675309918;0,54069674;0;-90,4;1,73;11,1;72,05;110,9;2,37;BAD_HANDOVER
353;41,95733877;86,33333333;8,591781979;1,312073588;10,43418903;5,435673833;0;-95,98;0,89;12,29;70;1,7;3,79;BAD_HANDOVER
354;46,78958861;73;7,722658577;1,312710285;2,257578243;1,01233232;0;-90,97;-0,23;12,72;70;38,5;3,22;BAD_HANDOVER
355;53,27859286;94,83333333;7,890270852;1,314114809;9,079360304;5,119595528;1;-98,51;1,51;12,98;70;45,6;4,14;CONGESTED
356;54,79552873;90,33333333;7,810684468;1,314722896;9,313469208;5,190122724;1;-97,69;2,4;12,21;70;22,3;3,43;CONGESTED
357;4,614267285;5;11,93803743;1,316872478;1;0,000152588;0;-94,22;1,25;13,56;70;9,8;1,83;BAD_HANDOVER
358;45,45020165;67,66666667;10,69508444;1,317276597;2,460425765;1,048642635;0;-95,95;1,1;14,73;70;50,2;3,14;BAD_HANDOVER
359;47,31987182;90,33333333;7,587276991;1,317822576;7,227835547;3,980733275;0;-97,24;2,22;12,01;73,25;73,7;3,86;BAD_HANDOVER
360;55,13630684;92,66666667;8,741397763;1,319864988;7,837821517;4,404970884;1;-98,36;1,34;10,95;74,32;62,5;3,68;CONGESTED
361;36,07196688;89,33333333;7,035700597;1,320661187;3,58105537;1,816713691;0;-97,79;0;12,83;70;61,1;4,04;BAD_HANDOVER
362;51,07656164;87,83333333;7,664865177;1,320942998;5,666004094;3,056325316;0;-90,3;4,22;11,59;70,38;46,1;3,66;CONGESTED
363;54,1961747;90,5;9,399416601;1,322591305;6,236281134;3,494711876;0;-104,72;-0,26;14,83;70;24,2;4,19;CONGESTED
364;67,93493425;65,5;7,93972793;1,322824836;4,232628607;2,089743733;0;-93,24;3,08;11,85;72,47;111,7;2,73;CONGESTED
365;4,523547644;5;12,30822847;1,323529363;1;5,36E-06;0;-96,18;2,94;9,91;73,08;113,4;1,58;BAD_HANDOVER
366;49,28159895;90,83333333;8,372704346;1,328352094;7,602272289;4,180779457;0;-91,36;2,17;11,19;72,72;72,4;3,5;BAD_HANDOVER
367;53,88729448;86,66666667;9,940977128;1,333830357;2,121886972;1,137382388;0;-92,42;1,66;13,63;70;73,4;3,56;CONGESTED
368;3,966871674;5;10,77503195;1,334292531;0,999520614;0,00033164;0;-108,91;-2,78;15;70;23,8;2,64;BAD_HANDOVER
369;61,2483267;85,83333333;9,400918545;1,334768534;14,73881535;8,423303246;1;-92,08;1,01;13,52;70;89,1;3,79;CONGESTED
370;48,8838264;92;7,347896697;1,336228251;5,014861278;2,809330106;0;-93,38;2,05;13,26;70;75,6;4,05;BAD_HANDOVER
371;46,7446912;93;7,690333248;1,341019511;7,461112995;4,200766563;0;-94,89;1,85;11,5;71,62;36,3;3,88;BAD_HANDOVER
372;25,32094717;92,16666667;8,951289477;1,342964053;17,24668728;9,684821248;0;-97,34;1,54;13,92;70;21,3;4,02;BAD_HANDOVER
373;58,29532285;92,5;9,384272479;1,344043374;15,25995799;8,798450708;1;-90,73;3,32;10,69;72,9;13,6;3,79;CONGESTED
374;20,44351804;47,83333333;8,353883406;1,3442384;1,676084977;0,494139433;0;-97,07;0,98;13,3;70;9,5;2,1;BAD_HANDOVER
375;31,81376901;54;8,687549413;1,345690131;1,809220507;0,58772397;0;-85,83;3,74;8,97;75,71;13,4;1,95;BAD_HANDOVER
376;57,49131789;86;8,492144263;1,34802711;10,93677432;6,255114198;1;-92,18;2,12;11,32;73,4;112,1;3,53;CONGESTED
377;28,2643178;60,83333333;12,52059992;1,349439859;0,951421439;0,334923506;0;-84,31;4,89;9,38;78,24;46,9;2,22;BAD_HANDOVER
378;55,88357727;87,83333333;9,065429868;1,349498868;13,04254859;7,46423614;1;-98,93;-0,66;14,65;70;3,9;3,95;CONGESTED
379;50,41391691;94,16666667;8,959615016;1,353441238;12,04374647;6,956759572;1;-103,78;-0,99;15;70;22,4;4,68;CONGESTED
380;67,19270095;66,66666667;8,820607636;1,353918552;6,418255504;3,526607752;0;-91,43;2,73;11,51;74,03;111,5;2,73;CONGESTED
381;52,57008853;72,5;6,845546195;1,35642314;4,694150068;2,17399466;0;-90,74;1,84;12,33;70;52,6;3,07;CONGESTED
382;53,39320969;64,33333333;7,262255283;1,359385729;4,559165016;2,023288608;0;-94,82;1,46;13,11;70;13,1;2,98;CONGESTED
383;45,35164328;94,33333333;8,400522073;1,359627008;8,457855816;4,870525718;0;-102,69;-1,72;15;70;27,6;4,35;BAD_HANDOVER
384;57,288363;86;9,525060151;1,359814405;12,362232;7,19166553;1;-97,24;-0,63;13,68;70;45,1;3,84;CONGESTED
385;59,89673713;87,33333333;10,2919123;1,361874461;16,39405143;9,5804528;1;-91,91;1,75;12,21;70;73,9;3,8;CONGESTED
386;58,39228322;83,33333333;8,758451309;1,364275932;5,760519826;3,223509789;0;-95,92;0,16;13,26;70;81,8;3,8;CONGESTED
387;6,882617727;11,33333333;7,948479382;1,366906404;0,857664768;0,034351707;0;-95,58;2,12;12,56;70,72;47,2;1,82;BAD_HANDOVER
388;4,7019375;5;10,6324373;1,370000005;0,930232558;6,53E-05;0;-95,88;2,26;12,12;72,8;105,4;1,74;BAD_HANDOVER
